Customer ID,Customer Name,Segment,Country,State,City,Postal Code,Region
CUST-00079,Pooja Rao,Consumer,India,West Bengal,Siliguri,171951,East
CUST-00080,Arun Nair,Small Business,India,Tamil Nadu,Madurai,232352,South
CUST-00081,Ravi Patel,Consumer,India,Andhra Pradesh,Vijayawada,275939,South
CUST-00082,Ganesh Kumar,Small Business,India,Kerala,Kochi,703766,South
CUST-00083,Ravi Rao,Home Office,India,Haryana,Gurugram,831059,North
CUST-00084,Ganesh Sharma,Small Business,India,Andhra Pradesh,Visakhapatnam,658623,South
CUST-00085,Arun Das,Small Business,India,Gujarat,Ahmedabad,210665,West
CUST-00086,Ravi Nair,Home Office,India,Maharashtra,Mumbai,284692,West
CUST-00087,Manoj Das,Home Office,India,Jharkhand,Ranchi,721254,East
CUST-00088,Suresh Mishra,Small Business,India,Tamil Nadu,Madurai,886931,South
CUST-00089,Deepa Verma,Corporate,India,Uttar Pradesh,Kanpur,611233,North
CUST-00090,Lakshmi Patel,Corporate,India,Rajasthan,Jodhpur,110644,West
CUST-00091,VIJAY RAO,Small Business,India,Bihar,Patna,599219,East
CUST-00092,Meena Rao,Corporate,India,Telangana,Hyderabad,825391,South
CUST-00093,Arjun Pillai,Home Office,India,Maharashtra,Mumbai,882169,West
CUST-00094,Anjali Reddy,Home Office,India,Jharkhand,Ranchi,301939,East
CUST-00095,Sneha Menon,Small Business,India,Tamil Nadu,Salem,874483,South
CUST-00096,Lakshmi Singh,Corporate,India,Haryana,Gurugram,973074,North
CUST-00097,Ravi Nair,Consumer,India,Karnataka,Mysuru,147726,South
CUST-00098,Preethi Joshi,Home Office,India,Haryana,Gurugram,112861,North
CUST-00099,Priya Patel,Consumer,India,Maharashtra,Nashik,219629,West
CUST-00100,Priya Nair,Home Office,India,Uttar Pradesh,Lucknow,950544,North
CUST-00101,Kavya Rao,Small Business,India,Gujarat,Vadodara,498855,West
CUST-00102,Kavya Singh,Consumer,India,Rajasthan,Udaipur,751194,West
CUST-00103,Vikram Menon,Consumer,India,Karnataka,Bengaluru,792509,South
CUST-00104,Arun Das,Small Business,India,Maharashtra,Pune,822858,West
CUST-00105,Ravi Mishra,Corporate,India,Punjab,Amritsar,820775,North
CUST-00106,Swathi Menon,Corporate,India,Maharashtra,Mumbai,220351,West
CUST-00107,Karthik Sharma,Home Office,India,Uttar Pradesh,Noida,931131,North
CUST-00108,Manoj Reddy,Home Office,India,Maharashtra,Nagpur,822131,West
CUST-00109,Deepa Mishra,Consumer,India,Punjab,Jalandhar,727086,North
CUST-00110,Arun Iyer,Consumer,India,Tamil Nadu,Coimbatore,807053,South
CUST-00111,Priya Gupta,Small Business,India,Maharashtra,Nashik,644173,West
CUST-00112,Kiran Joshi,Home Office,India,Punjab,Jalandhar,592841,North
CUST-00113,Sneha Verma,Small Business,India,Telangana,Warangal,827369,South
CUST-00114,Neha Sharma,Home Office,India,Maharashtra,Nagpur,192337,West
CUST-00115,Preethi Kumar,Small Business,India,Odisha,Bhubaneswar,668950,East
CUST-00116,Vijay Joshi,Consumer,India,West Bengal,Howrah,563513,East
CUST-00117,  manoj joshi  ,Corporate,India,Haryana,Faridabad,130271,North
CUST-00118,Kavya Iyer,Consumer,India,Tamil Nadu,Coimbatore,982277,South
CUST-00119,Deepa Singh,Home Office,India,Gujarat,Surat,839677,West
CUST-00120,Manoj Nair,Corporate,India,Andhra Pradesh,Guntur,299869,South
CUST-00121,Kavya Verma,Consumer,India,Gujarat,Surat,380150,West
CUST-00122,Swathi Joshi,Small Business,India,Uttar Pradesh,Lucknow,568238,North
CUST-00123,Manoj Verma,Corporate,India,Tamil Nadu,Chennai,831380,South
CUST-00124,Priya Verma,Small Business,India,Jharkhand,Jamshedpur,595951,East
CUST-00125,Rohan Joshi,Home Office,India,Delhi,Rohini,232378,North
CUST-00126,Arjun Mishra,Corporate,India,Delhi,New Delhi,857537,North
CUST-00127,Deepa Patel,Small Business,India,Kerala,Kozhikode,753534,South
CUST-00128,PREETHI CHATTERJEE,Small Business,India,Kerala,Thiruvananthapuram,757246,South
CUST-00129,Karthik Rao,Home Office,India,West Bengal,Howrah,817644,East
CUST-00130,DIVYA REDDY,Home Office,India,Maharashtra,Pune,274446,West
CUST-00131,Shalini Sharma,Home Office,India,Karnataka,Hubballi,475876,South
CUST-00132,Swathi Gupta,Consumer,India,Uttar Pradesh,Noida,283573,North
CUST-00133,Deepa Nair,Home Office,India,Tamil Nadu,Coimbatore,583550,South
CUST-00134,Manoj Singh,Corporate,India,Odisha,Cuttack,673149,East
CUST-00135,Meena Das,Small Business,India,Bihar,Patna,362246,East
CUST-00136,Deepa Reddy,Home Office,India,Tamil Nadu,Madurai,499889,South
CUST-00137,Naveen Chatterjee,Consumer,India,Karnataka,Mysuru,108491,South
CUST-00138,Ashok Singh,Home Office,India,Tamil Nadu,Coimbatore,736553,South
CUST-00139,Vijay Nair,Consumer,India,West Bengal,Howrah,201883,East
CUST-00140,Anita Nair,Home Office,India,Punjab,Jalandhar,409445,North
CUST-00141,Neha Pillai,Home Office,India,Gujarat,Vadodara,626169,West
CUST-00142,Deepa Singh,Consumer,India,Jharkhand,Jamshedpur,455168,East
CUST-00143,ANJALI CHATTERJEE,Consumer,India,Rajasthan,Jodhpur,483542,West
CUST-00144,Neha Reddy,Home Office,India,Maharashtra,Nagpur,486490,West
CUST-00145,Divya Rao,Home Office,India,Maharashtra,Nashik,126240,West
CUST-00146,NAVEEN MISHRA,Small Business,India,Bihar,Patna,416869,East
CUST-00147,Priya Singh,Consumer,India,Gujarat,Ahmedabad,221761,West
CUST-00148,Pooja Das,Corporate,India,Goa,Panaji,878325,West
CUST-00149,Lakshmi Das,Home Office,India,Karnataka,Mysuru,134305,South
CUST-00150,Pooja Reddy,Home Office,India,Odisha,Cuttack,485178,East
CUST-00151,  preethi mishra  ,Corporate,India,Punjab,Jalandhar,794963,North
CUST-00152,Shalini Verma,Corporate,India,Tamil Nadu,Madurai,232040,South
CUST-00153,Vikram Rao,Corporate,India,Kerala,Kozhikode,911984,South
CUST-00154,Rohan Nair,Corporate,India,Rajasthan,Jaipur,362829,West
CUST-00155,Pooja Rao,Consumer,India,Goa,Panaji,439498,West
CUST-00156,Arjun Reddy,Small Business,India,Jharkhand,Jamshedpur,166645,East
CUST-00157,Manoj Rao,Home Office,India,West Bengal,Kolkata,145471,East
CUST-00158,Deepa Chatterjee,Consumer,India,Maharashtra,Mumbai,819425,West
CUST-00159,Karthik Verma,Consumer,India,Goa,Margao,255539,West
CUST-00160,Ravi Verma,Home Office,India,Andhra Pradesh,Guntur,726410,South
CUST-00161,Ravi Reddy,Corporate,India,West Bengal,Siliguri,782535,East
CUST-00162,Naveen Mishra,Consumer,India,Telangana,Hyderabad,536196,South
CUST-00163,Rohan Joshi,Consumer,India,Punjab,Amritsar,195656,North
CUST-00164,Shalini Nair,Home Office,India,Rajasthan,Jodhpur,162894,West
CUST-00165,Vijay Das,Home Office,India,Jharkhand,Ranchi,153945,East
CUST-00166,Vikram Nair,Corporate,India,Odisha,Bhubaneswar,605612,East
CUST-00167,Divya Patel,Small Business,India,Rajasthan,Udaipur,337144,West
CUST-00168,Lakshmi Kumar,Home Office,India,Goa,Margao,789786,West
CUST-00169,Radha Verma,Corporate,India,Andhra Pradesh,Visakhapatnam,106402,South
CUST-00170,Rohan Kumar,Corporate,India,Punjab,Jalandhar,882354,North
CUST-00171,Meena Verma,Consumer,India,Rajasthan,Udaipur,725185,West
CUST-00172,Priya Iyer,Small Business,India,Karnataka,Mysuru,564637,South
CUST-00173,Vijay Reddy,Consumer,India,Andhra Pradesh,Visakhapatnam,550797,South
CUST-00174,Swathi Singh,Small Business,India,Delhi,Rohini,331230,North
CUST-00175,Vikram Nair,Home Office,India,Karnataka,Bengaluru,403507,South
CUST-00176,Rohan Chatterjee,Corporate,India,Rajasthan,Jaipur,837852,West
CUST-00177,Karthik Chatterjee,Small Business,India,Jharkhand,Jamshedpur,144357,East
CUST-00178,Ganesh Das,Small Business,India,Rajasthan,Udaipur,524068,West
CUST-00179,Sneha Mishra,Consumer,India,Bihar,Patna,479430,East
CUST-00180,Sanjay Iyer,Home Office,India,Telangana,Hyderabad,425346,South
CUST-00181,Kiran Reddy,Corporate,India,Gujarat,Vadodara,634723,West
CUST-00182,Naveen Nair,Corporate,India,Tamil Nadu,Madurai,207798,South
CUST-00183,Vijay Iyer,Small Business,India,Uttar Pradesh,Kanpur,910389,North
CUST-00184,Swathi Verma,Corporate,India,West Bengal,Howrah,431495,East
CUST-00185,Shalini Patel,Home Office,India,Goa,Panaji,158900,West
CUST-00186,Priya Pillai,Consumer,India,Karnataka,Hubballi,180458,South
CUST-00187,Neha Sharma,Corporate,India,Maharashtra,Pune,949153,West
CUST-00188,Priya Mishra,Home Office,India,Haryana,Gurugram,950360,North
CUST-00189,Priya Rao,Small Business,India,Bihar,Gaya,559022,East
CUST-00190,Radha Singh,Home Office,India,Andhra Pradesh,Guntur,528625,South
CUST-00191,Rahul Iyer,Small Business,India,Kerala,Kozhikode,199096,South
CUST-00192,Radha Nair,Corporate,India,Kerala,Kozhikode,185461,South
CUST-00193,Swathi Chatterjee,Consumer,India,Haryana,Panchkula,723945,North
CUST-00194,Naveen Nair,Consumer,India,Odisha,Bhubaneswar,836971,East
CUST-00195,Pooja Singh,Home Office,India,Uttar Pradesh,Kanpur,324597,North
CUST-00196,Rohan Nair,Consumer,India,Punjab,Amritsar,410160,North
CUST-00197,Arjun Sharma,Corporate,India,Odisha,Bhubaneswar,453123,East
CUST-00198,Ravi Gupta,Consumer,India,Jharkhand,Ranchi,558933,East
CUST-00199,Manoj Singh,Small Business,India,Jharkhand,Jamshedpur,921874,East
CUST-00200,Shalini Joshi,Small Business,India,Tamil Nadu,Chennai,485709,South
CUST-00201,Arjun Das,Corporate,India,Uttar Pradesh,Noida,956572,North
CUST-00202,Kiran Joshi,Consumer,India,Andhra Pradesh,Vijayawada,681478,South
CUST-00203,Karthik Gupta,Corporate,India,Karnataka,Mysuru,571145,South
CUST-00204,Naveen Mishra,Small Business,India,Andhra Pradesh,Visakhapatnam,127965,South
CUST-00205,Karthik Pillai,Home Office,India,Tamil Nadu,Coimbatore,129556,South
CUST-00206,Shalini Nair,Home Office,India,Haryana,Panchkula,140163,North
CUST-00207,VIJAY JOSHI,Consumer,India,Maharashtra,Pune,745239,West
CUST-00208,Vikram Nair,Small Business,India,Rajasthan,Jodhpur,862560,West
CUST-00209,Priya Rao,Small Business,India,Telangana,Warangal,769989,South
CUST-00210,  neha kumar  ,Corporate,India,West Bengal,Howrah,640410,East
CUST-00211,Pooja Rao,Corporate,India,Rajasthan,Udaipur,536802,West
CUST-00212,Karthik Kumar,Consumer,India,Andhra Pradesh,Guntur,592972,South
CUST-00213,Arun Pillai,Corporate,India,Punjab,Amritsar,461551,North
CUST-00214,Anita Verma,Home Office,India,Haryana,Panchkula,146489,North
CUST-00215,Vijay Mishra,Corporate,India,Bihar,Patna,601776,East
CUST-00216,Manoj Sharma,Consumer,India,Karnataka,Hubballi,311383,South
CUST-00217,Meena Chatterjee,Home Office,India,Rajasthan,Jaipur,596395,West
CUST-00218,Preethi Sharma,Home Office,India,West Bengal,Siliguri,448048,East
CUST-00219,Anita Mishra,Corporate,India,Andhra Pradesh,Guntur,455505,South
CUST-00220,Arjun Patel,Small Business,India,Punjab,Jalandhar,862400,North
CUST-00221,Neha Singh,Consumer,India,Kerala,Thiruvananthapuram,207581,South
CUST-00222,RAVI DAS,Small Business,India,Uttar Pradesh,Noida,823270,North
CUST-00223,Preethi Pillai,Home Office,India,West Bengal,Kolkata,556068,East
CUST-00224,Swathi Chatterjee,Corporate,India,Andhra Pradesh,Vijayawada,638009,South
CUST-00225,Shalini Mishra,Consumer,India,Delhi,Rohini,232361,North
CUST-00226,Ganesh Sharma,Small Business,India,Goa,Margao,260891,West
CUST-00227,Ganesh Nair,Small Business,India,Gujarat,Vadodara,484774,West
CUST-00228,Arun Gupta,Small Business,India,Gujarat,Ahmedabad,642895,West
CUST-00229,Ravi Mishra,Home Office,India,Tamil Nadu,Salem,741599,South
CUST-00230,Rohan Iyer,Small Business,India,Maharashtra,Pune,281043,West
CUST-00231,Rahul Pillai,Home Office,India,Bihar,Gaya,168093,East
CUST-00232,Radha Gupta,Corporate,India,Andhra Pradesh,Vijayawada,633469,South
CUST-00233,Shalini Joshi,Home Office,India,Delhi,Dwarka,478427,North
CUST-00234,Ashok Iyer,Small Business,India,Punjab,Amritsar,424314,North
CUST-00235,Vijay Das,Corporate,India,Rajasthan,Udaipur,177333,West
CUST-00236,Swathi Pillai,Corporate,India,Haryana,Panchkula,969325,North
CUST-00237,Preethi Sharma,Corporate,India,Haryana,Faridabad,643269,North
CUST-00238,Anjali Pillai,Consumer,India,Gujarat,Vadodara,397846,West
CUST-00239,Rohan Singh,Consumer,India,West Bengal,Kolkata,659392,East
CUST-00240,Rohan Gupta,Home Office,India,Odisha,Bhubaneswar,754813,East
CUST-00241,Arun Iyer,Home Office,India,Delhi,Rohini,772612,North
CUST-00242,Kiran Kumar,Home Office,India,Gujarat,Ahmedabad,757629,West
CUST-00243,Shalini Chatterjee,Consumer,India,Kerala,Kochi,575575,South
CUST-00244,Manoj Menon,Corporate,India,Kerala,Kozhikode,736129,South
CUST-00245,Preethi Pillai,Home Office,India,Telangana,Hyderabad,237118,South
CUST-00246,Divya Patel,Corporate,India,Maharashtra,Pune,359961,West
CUST-00247,Lakshmi Das,Home Office,India,Tamil Nadu,Madurai,267457,South
CUST-00248,Sneha Joshi,Small Business,India,Gujarat,Surat,589491,West
CUST-00249,Sanjay Mishra,Home Office,India,Tamil Nadu,Madurai,325595,South
CUST-00250,Naveen Joshi,Consumer,India,Karnataka,Hubballi,662761,South
CUST-00251,Anita Pillai,Consumer,India,Telangana,Hyderabad,483713,South
CUST-00252,Neha Singh,Small Business,India,Punjab,Amritsar,505116,North
CUST-00253,Swathi Reddy,Small Business,India,Haryana,Panchkula,201377,North
CUST-00254,POOJA NAIR,Small Business,India,Tamil Nadu,Chennai,731728,South
CUST-00255,Rohan Verma,Small Business,India,Maharashtra,Nashik,644559,West
CUST-00256,Radha Verma,Home Office,India,Uttar Pradesh,Noida,512042,North
CUST-00257,Deepa Singh,Consumer,India,Maharashtra,Nashik,955374,West
CUST-00258,Ganesh Singh,Consumer,India,Jharkhand,Ranchi,821466,East
CUST-00259,Vijay Rao,Small Business,India,Jharkhand,Ranchi,153849,East
CUST-00260,Naveen Chatterjee,Corporate,India,Uttar Pradesh,Lucknow,961574,North
CUST-00261,Arun Mishra,Corporate,India,Kerala,Thiruvananthapuram,539122,South
CUST-00262,Lakshmi Joshi,Consumer,India,Jharkhand,Jamshedpur,862736,East
CUST-00263,Swathi Joshi,Home Office,India,Gujarat,Vadodara,495129,West
CUST-00264,Neha Pillai,Home Office,India,Odisha,Cuttack,909489,East
CUST-00265,Neha Singh,Home Office,India,Tamil Nadu,Coimbatore,412071,South
CUST-00266,Deepa Pillai,Home Office,India,Rajasthan,Jodhpur,934042,West
CUST-00267,Ashok Chatterjee,Corporate,India,Andhra Pradesh,Visakhapatnam,910616,South
CUST-00268,Pooja Mishra,Small Business,India,West Bengal,Siliguri,368900,East
CUST-00269,Neha Patel,Corporate,India,Haryana,Panchkula,214532,North
CUST-00270,Kiran Rao,Small Business,India,Punjab,Ludhiana,205065,North
CUST-00271,Rohan Kumar,Small Business,India,Rajasthan,Jodhpur,265613,West
CUST-00272,Kiran Menon,Home Office,India,Karnataka,Hubballi,436768,South
CUST-00273,Ganesh Rao,Consumer,India,Rajasthan,Jaipur,874568,West
CUST-00274,Sneha Sharma,Small Business,India,Telangana,Hyderabad,926236,South
CUST-00275,Meena Sharma,Consumer,India,Delhi,New Delhi,412886,North
CUST-00276,Kiran Joshi,Small Business,India,Haryana,Panchkula,992400,North
CUST-00277,Anita Mishra,Corporate,India,West Bengal,Siliguri,369761,East
CUST-00278,Swathi Menon,Small Business,India,Uttar Pradesh,Kanpur,740632,North
CUST-00279,Swathi Reddy,Small Business,India,Uttar Pradesh,Kanpur,247442,North
CUST-00280,Anjali Mishra,Home Office,India,Karnataka,Mysuru,445637,South
CUST-00281,Pooja Rao,Consumer,India,Punjab,Ludhiana,800224,North
CUST-00282,Radha Singh,Home Office,India,Bihar,Patna,223119,East
CUST-00283,Deepa Nair,Home Office,India,Maharashtra,Nagpur,884056,West
CUST-00284,Neha Menon,Consumer,India,Tamil Nadu,Madurai,813390,South
CUST-00285,Radha Reddy,Corporate,India,Punjab,Ludhiana,969032,North
CUST-00286,Arjun Mishra,Corporate,India,Haryana,Faridabad,813341,North
CUST-00287,Manoj Sharma,Small Business,India,Maharashtra,Nagpur,238353,West
CUST-00288,SHALINI SINGH,Small Business,India,Jharkhand,Ranchi,122827,East
CUST-00289,Vikram Iyer,Home Office,India,Delhi,Rohini,544278,North
CUST-00290,Ashok Iyer,Home Office,India,Maharashtra,Nashik,133276,West
CUST-00291,Anita Das,Small Business,India,Andhra Pradesh,Vijayawada,501058,South
CUST-00292,Swathi Nair,Consumer,India,West Bengal,Siliguri,464663,East
CUST-00293,Anita Rao,Consumer,India,Delhi,New Delhi,892911,North
CUST-00294,Kavya Chatterjee,Small Business,India,Tamil Nadu,Coimbatore,359535,South
CUST-00295,Anita Reddy,Small Business,India,Delhi,Rohini,948799,North
CUST-00296,Anjali Menon,Consumer,India,Punjab,Amritsar,205797,North
CUST-00297,Anjali Sharma,Corporate,India,Telangana,Hyderabad,560285,South
CUST-00298,Rohan Singh,Home Office,India,Tamil Nadu,Coimbatore,955413,South
CUST-00299,Anjali Singh,Corporate,India,Uttar Pradesh,Lucknow,792282,North
CUST-00300,GANESH GUPTA,Small Business,India,West Bengal,Howrah,811721,East
CUST-00301,Pooja Chatterjee,Small Business,India,Gujarat,Vadodara,434217,West
CUST-00302,Neha Joshi,Corporate,India,Tamil Nadu,Madurai,990598,South
CUST-00303,Radha Sharma,Small Business,India,Rajasthan,Jodhpur,532723,West
CUST-00304,Vikram Verma,Small Business,India,West Bengal,Siliguri,182911,East
CUST-00305,Vikram Sharma,Consumer,India,Karnataka,Mysuru,495489,South
CUST-00306,Anita Menon,Home Office,India,Maharashtra,Nashik,319036,West
CUST-00307,Vikram Reddy,Small Business,India,Jharkhand,Jamshedpur,890973,East
CUST-00308,Sanjay Rao,Home Office,India,Rajasthan,Jodhpur,437237,West
CUST-00309,Suresh Pillai,Small Business,India,Gujarat,Surat,621433,West
CUST-00310,Naveen Verma,Home Office,India,Tamil Nadu,Salem,488712,South
CUST-00311,Rohan Kumar,Small Business,India,Karnataka,Bengaluru,680189,South
CUST-00312,Ganesh Rao,Home Office,India,Gujarat,Ahmedabad,677390,West
CUST-00313,Kiran Joshi,Home Office,India,Maharashtra,Nagpur,276405,West
CUST-00314,Radha Sharma,Consumer,India,Gujarat,Vadodara,135466,West
CUST-00315,KAVYA NAIR,Consumer,India,West Bengal,Howrah,342675,East
CUST-00316,ARJUN MISHRA,Small Business,India,Andhra Pradesh,Vijayawada,163386,South
CUST-00317,Neha Das,Home Office,India,Delhi,New Delhi,117538,North
CUST-00318,Ravi Das,Consumer,India,Uttar Pradesh,Kanpur,212214,North
CUST-00319,Suresh Pillai,Small Business,India,Karnataka,Mysuru,933551,South
CUST-00320,Anjali Rao,Consumer,India,Kerala,Kochi,817269,South
CUST-00321,KARTHIK CHATTERJEE,Small Business,India,Andhra Pradesh,Guntur,495490,South
CUST-00322,Sneha Iyer,Small Business,India,Gujarat,Ahmedabad,986392,West
CUST-00323,Divya Sharma,Small Business,India,Tamil Nadu,Coimbatore,321686,South
CUST-00324,Suresh Sharma,Home Office,India,Uttar Pradesh,Kanpur,991737,North
CUST-00325,Naveen Chatterjee,Corporate,India,Punjab,Amritsar,413814,North
CUST-00326,Swathi Verma,Corporate,India,Andhra Pradesh,Guntur,892313,South
CUST-00327,Anita Pillai,Small Business,India,Punjab,Ludhiana,202430,North
CUST-00328,Lakshmi Chatterjee,Home Office,India,Kerala,Thiruvananthapuram,131064,South
CUST-00329,Neha Chatterjee,Small Business,India,Maharashtra,Mumbai,294760,West
CUST-00330,Ravi Iyer,Corporate,India,Punjab,Jalandhar,380989,North
CUST-00331,,Consumer,India,Andhra Pradesh,Vijayawada,211726,South
CUST-00332,Meena Mishra,Home Office,India,Andhra Pradesh,Vijayawada,898329,South
CUST-00333,Neha Das,Consumer,India,Haryana,Gurugram,127537,North
CUST-00334,Rahul Chatterjee,Small Business,India,Delhi,New Delhi,406024,North
CUST-00335,Ashok Rao,Corporate,India,Rajasthan,Udaipur,646417,West
CUST-00336,Suresh Joshi,Corporate,India,Uttar Pradesh,Lucknow,166340,North
CUST-00337,Karthik Pillai,Small Business,India,Karnataka,Bengaluru,358568,South
CUST-00338,Meena Kumar,Small Business,India,Telangana,Hyderabad,448354,South
CUST-00339,Naveen Nair,Corporate,India,Kerala,Kochi,436241,South
CUST-00340,Rahul Singh,Small Business,India,Jharkhand,Jamshedpur,828716,East
CUST-00341,Suresh Chatterjee,Corporate,India,Andhra Pradesh,Vijayawada,219420,South
CUST-00342,Neha Kumar,Corporate,India,Jharkhand,Ranchi,584045,East
CUST-00343,Naveen Das,Corporate,India,Odisha,Cuttack,623557,East
CUST-00344,Ravi Das,Small Business,India,Andhra Pradesh,Guntur,177558,South
CUST-00345,Arjun Das,Home Office,India,Rajasthan,Jaipur,138551,West
CUST-00346,Radha Iyer,Corporate,India,Haryana,Gurugram,906306,North
